post-fapi-positionside-dual,change_position_mode,True
get-fapi-positionside-dual,get_position_mode,True
post-fapi-multiassetsmargin,change_multi_asset_mode,True
get-fapi-multiassetsmargin,get_multi_asset_mode,True
post-fapi-order,new_order,True
post-fapi-order-test,new_order_test,True
put-fapi-order,modify_order,True
post-fapi-batchorders,new_batch_order,True
get-fapi-order,query_order,True
delete-fapi-order,cancel_order,True
delete-fapi-allopenorders,cancel_open_orders,True
delete-fapi-batchorders,cancel_batch_order,True
post-fapi-countdowncancelall,countdown_cancel_order,True
get-fapi-openorder,get_open_orders,True
get-fapi-openorders,get_orders,True
get-fapi-allorders,get_all_orders,True
get-fapi-balance,balance,True
get-fapi-account,account,True
post-fapi-leverage,change_leverage,True
post-fapi-margintype,change_margin_type,True
post-fapi-positionmargin,modify_isolated_position_margin,True
get-fapi-positionmargin-history,get_position_margin_history,True
get-fapi-positionrisk,get_position_risk,True
get-fapi-usertrades,get_account_trades,True
get-fapi-income,get_income_history,True
get-fapi-leveragebracket,leverage_brackets,True
get-fapi-adlquantile,adl_quantile,True
get-fapi-forceorders,force_orders,True
get-fapi-apitradingstatus,api_trading_status,True
get-fapi-commissionrate,commission_rate,True
get-fapi-income-asyn,download_transactions_asyn,True
get-fapi-income-asyn-id,aysnc_download_info,True
post-fapi-listenkey,new_listen_key,False
put-fapi-listenkey,renew_listen_key,False
delete-fapi-listenkey,close_listen_key,False
get-fapi-ping,ping,False
get-fapi-time,time,False
get-fapi-exchangeinfo,exchange_info,False
get-fapi-depth,depth,False
get-fapi-trades,trades,False
get-fapi-historicaltrades,historical_trades,False
get-fapi-aggtrades,agg_trades,False
get-fapi-klines,klines,False
get-fapi-continuousklines,continuous_klines,False
get-fapi-indexpriceklines,index_price_klines,False
get-fapi-markpriceklines,mark_price_klines,False
get-fapi-premiumindex,mark_price,False
get-fapi-fundingrate,funding_rate,False
get-fapi-ticker-24hr,ticker_24hr_price_change,False
get-fapi-ticker-price,ticker_price,False
get-fapi-ticker-bookticker,book_ticker,False
get-fapi-openinterest,open_interest,False
get-futures-openinteresthist,open_interest_hist,False
get-futures-toplongshortpositionratio,top_long_short_position_ratio,False
get-futures-globallongshortaccountratio,long_short_account_ratio,False
get-futures-toplongshortaccountratio,top_long_short_account_ratio,False
get-futures-takerlongshortratio,taker_long_short_ratio,False
get-fapi-lvtklines,blvt_kline,False
get-fapi-indexinfo,index_info,False
get-fapi-assetindex,asset_Index,False
get-fapi-pmexchangeinfo,pm_exchange_info,False
